,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,session_id,response,question_order,phase,prompt,task,constraint
10,103,8,"""",32755.799999952316,survey-text,10,520249,77,61c5edec03aa19ac7c1842d5,61ccbff93331f9aa72532ce1,5e121701dc79bd8a1a22ca99,61ccbff93331f9aa72532ce1,"{""Explanation"":""the eggs were in a foam carton that prevented them from breaking.""}","""",test,"If an egg carton is dropped, then the eggs break. But suppose an egg carton is dropped, and then the eggs do not break.","generate, single-constraint",the egg carton landed on a soft surface
11,103,8,"""",35662.10000002384,survey-text,11,555921,77,61c5edec03aa19ac7c1842d5,61ccbff93331f9aa72532ce1,5e121701dc79bd8a1a22ca99,61ccbff93331f9aa72532ce1,"{""Explanation"":""the forgot to close the drain stopper.""}","""",test,"If someone turns on a bathtub tap, then a bathtub fills with water. But suppose someone turns on a bathtub tap, and then the bathtub does not fill with water.","generate, single-constraint",the person did not pay their water bill so the supply was turned off
12,103,8,"""",22031.899999976158,survey-text,12,577962,77,61c5edec03aa19ac7c1842d5,61ccbff93331f9aa72532ce1,5e121701dc79bd8a1a22ca99,61ccbff93331f9aa72532ce1,"{""Q0"":""10"",""Q1"":""7"",""Q2"":""10"",""Q3"":""}","""","""","""","""",""""
13,1,3,"[{""page_index"":0,""viewing_time"":7081.4000000003725},{""page_index"":1,""viewing_time"":18136.300000000745},{""page_index"":2,""viewing_time"":17646.099999999627},{""page_index"":3,""viewing_time"":17475.5}]",60339.90000000037,instructions,0,60352,90,61c5edec03aa19ac7c1842d5,61c629ee435ee30e61c5a0c0,5eb77fcb7516866b1aa8332f,61c629ee435ee30e61c5a0c0,"""","""","""","""","""",""""
14,1,3,"""",66739.40000000037,survey-text,1,127107,90,61c5edec03aa19ac7c1842d5,61c629ee435ee30e61c5a0c0,5eb77fcb7516866b1aa8332f,61c629ee435ee30e61c5a0c0,"{""Q0"":""I commit to do my best to try to write high-quality explanations. I recognize that if I do not try my best to generate an explanation for each situation, I may not be paid.""}","""","""","""","""",""""
15,1,3,"[{""page_index"":0,""viewing_time"":2599.5}]",2599.9000000003725,instructions,2,129708,90,61c5edec03aa19ac7c1842d5,61c629ee435ee30e61c5a0c0,5eb77fcb7516866b1aa8332f,61c629ee435ee30e61c5a0c0,"""","""","""","""","""",""""
16,1,3,"""",17118.10000000149,survey-multi-choice,3,146830,90,61c5edec03aa19ac7c1842d5,61c629ee435ee30e61c5a0c0,5eb77fcb7516866b1aa8332f,61c629ee435ee30e61c5a0c0,"{""Q0"":""Explanations for events."",""Q1"":""By writing text."",""Q2"":""Not making a good attempt to write a high-quality answer for each task.""}","[0,1,2]","""","""","""",""""
17,1,3,"[{""page_index"":0,""viewing_time"":1434.0999999996275}]",1434.5,instructions,4,148267,90,61c5edec03aa19ac7c1842d5,61c629ee435ee30e61c5a0c0,5eb77fcb7516866b1aa8332f,61c629ee435ee30e61c5a0c0,"""","""","""","""","""",""""
18,1,3,"""",142971.3999999985,survey-text,5,291245,90,61c5edec03aa19ac7c1842d5,61c629ee435ee30e61c5a0c0,5eb77fcb7516866b1aa8332f,61c629ee435ee30e61c5a0c0,"{""Explanation"":""the ground was very hard, maybe from hardening over time from climate change. Another possibility is that it is concrete because the meteor hits the ground in a city.""}","""",test,"If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made.","generate, all-constraints","the meteor was tiny, there already was a hole in the ground, or the meteor hit the ground very lightly"
19,1,3,"""",289024,survey-text,6,580253,90,61c5edec03aa19ac7c1842d5,61c629ee435ee30e61c5a0c0,5eb77fcb7516866b1aa8332f,61c629ee435ee30e61c5a0c0,"{""Explanation"":""they are attached to a bungie cord perfectly timed to break their fall. The moment their hand touches the ground, the bungie cord snaps them back up.""}","""",test,"If someone falls from a high height onto their outstretched arm, then they will break their wrist. But suppose someone falls from a high height onto their outstretched arm, and then they do not break their wrist.","generate, all-constraints","they landed on something soft, the person had resilient bones, the person was extremely light, or they landed in a way that their wrist bent instead of broke"
20,1,3,"""",231995.5,survey-text,7,812256,90,61c5edec03aa19ac7c1842d5,61c629ee435ee30e61c5a0c0,5eb77fcb7516866b1aa8332f,61c629ee435ee30e61c5a0c0,"{""Explanation"":""the animals dug deep holes underneath the fence, thus destabilizing the base of each fence pole. Resulting in the fence collapsing. ""}","""",test,"If the the gates in a zoo are closed, then the zoo animals do not escape. But suppose the gates in a zoo are closed, and then the animals do escape.","generate, all-constraints","the animals climed over the gates, the animals escaped through a hole, the zoo gates were not strong enough, the zookeeper forgot to lock the gates, some of the animals flew out because the roof was left open, or a worked opened the gate on purpose"
21,1,3,"""",127333.29999999888,survey-text,8,939595,90,61c5edec03aa19ac7c1842d5,61c629ee435ee30e61c5a0c0,5eb77fcb7516866b1aa8332f,61c629ee435ee30e61c5a0c0,"{""Explanation"":""the cymbal was in a vacuum chamber or in outer-space. The lack of air means no sound is generated because the sound waves require compression of air molecules.""}","""",test,"If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang.","generate, all-constraints","the drumstick was made of soft material, the cymbal was padded, the cymbal was stuck, or that the cymbal was not hit hard enough"
22,1,3,"""",359379.7999999989,survey-text,9,1299009,90,61c5edec03aa19ac7c1842d5,61c629ee435ee30e61c5a0c0,5eb77fcb7516866b1aa8332f,61c629ee435ee30e61c5a0c0,"{""Explanation"":""the blue color is only visible at cold temperatures from its chemical makeup. The room is extremely hot and as the slushie leaves the cup, it warms up and changes color. ""}","""",test,"If a blue slushie is spilled on a carpet, then the carpet is stained blue. But suppose a blue slushie is spilled on a carpet, and then the carpet is not stained blue.","generate, all-constraints","the carpet was made of stain-resistant material, the carpet was the same color as the slushie, or that the carpet was treated with stain-resistant solution"
23,1,3,"""",62032.800000000745,survey-text,10,1361045,90,61c5edec03aa19ac7c1842d5,61c629ee435ee30e61c5a0c0,5eb77fcb7516866b1aa8332f,61c629ee435ee30e61c5a0c0,"{""Explanation"":""salt was added to the water, thus lowering the freezing point of the water below the temperature of the freezer. ""}","""",test,"If water is put in the freezer, then it turns into ice. But suppose water is put in the freezer, and then it does not turn into ice.","generate, all-constraints","the freezer was off, the freezer is broken, or the freezer was set too warm"
24,1,3,"""",307278.9000000004,survey-text,11,1668336,90,61c5edec03aa19ac7c1842d5,61c629ee435ee30e61c5a0c0,5eb77fcb7516866b1aa8332f,61c629ee435ee30e61c5a0c0,"{""Explanation"":""the air is so humid that the smoke doesn't have a drying effect on the airways, preventing you from coughing. ""}","""",test,"If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.","generate, all-constraints","they did not breathe in enough, they were wearing protective breathing equipment, they held their breath, they became unconscious, they took a cough suppressant, or they are less sensitive to smoke because they are a serial smoker"
25,1,3,"""",20090.199999999255,survey-text,12,1688430,90,61c5edec03aa19ac7c1842d5,61c629ee435ee30e61c5a0c0,5eb77fcb7516866b1aa8332f,61c629ee435ee30e61c5a0c0,"{""Q0"":""10"",""Q1"":""8"",""Q2"":""7"",""Q3"":""}","""","""","""","""",""""
26,105,6,"[{""page_index"":0,""viewing_time"":7547.299999999814},{""page_index"":1,""viewing_time"":1621.8000000002794},{""page_index"":2,""viewing_time"":4992.399999999907},{""page_index"":3,""viewing_time"":4660.5}]",18822.69999999972,instructions,0,18827,112,61c5edec03aa19ac7c1842d5,61ccbffc4f07ff7c374aada6,5fefd5b2173bfbe890bc98ed,61ccbffc4f07ff7c374aada6,"""","""","""","""","""",""""
27,105,6,"""",47487.60000000009,survey-text,1,66326,112,61c5edec03aa19ac7c1842d5,61ccbffc4f07ff7c374aada6,5fefd5b2173bfbe890bc98ed,61ccbffc4f07ff7c374aada6,"{""Q0"":""I commit to do my best to try to write high-quality explanations. I recognize that if I do not try my best to generate an explanation for each situation, I may not be paid.""}","""","""","""","""",""""
28,105,6,"[{""page_index"":0,""viewing_time"":1411.5}]",1411.7999999998137,instructions,2,67739,112,61c5edec03aa19ac7c1842d5,61ccbffc4f07ff7c374aada6,5fefd5b2173bfbe890bc98ed,61ccbffc4f07ff7c374aada6,"""","""","""","""","""",""""
29,105,6,"""",8153,survey-multi-choice,3,75896,112,61c5edec03aa19ac7c1842d5,61ccbffc4f07ff7c374aada6,5fefd5b2173bfbe890bc98ed,61ccbffc4f07ff7c374aada6,"{""Q0"":""Explanations for events."",""Q1"":""By writing text."",""Q2"":""Not making a good attempt to write a high-quality answer for each task.""}","[0,1,2]","""","""","""",""""
30,105,6,"[{""page_index"":0,""viewing_time"":1372.7000000001863}]",1373.7000000001863,instructions,4,77272,112,61c5edec03aa19ac7c1842d5,61ccbffc4f07ff7c374aada6,5fefd5b2173bfbe890bc98ed,61ccbffc4f07ff7c374aada6,"""","""","""","""","""",""""
31,105,6,"""",49005.60000000009,survey-text,5,126286,112,61c5edec03aa19ac7c1842d5,61ccbffc4f07ff7c374aada6,5fefd5b2173bfbe890bc98ed,61ccbffc4f07ff7c374aada6,"{""Explanation"":""the cat was muzzled while on the way to the vet to prevent biting. The cat was muzzled, so it could not yowl. ""}","""",test,"If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl.","generate, single-constraint",the cat was dead
32,105,6,"""",35221.799999999814,survey-text,6,161513,112,61c5edec03aa19ac7c1842d5,61ccbffc4f07ff7c374aada6,5fefd5b2173bfbe890bc98ed,61ccbffc4f07ff7c374aada6,"{""Explanation"":""the confetti cannon was fired underwater. The water absorbed the sound and therefore it did not make a loud noise. ""}","""",test,"If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise.","generate, single-constraint",the confetti cannon was defective
33,105,6,"""",81362,survey-text,7,242884,112,61c5edec03aa19ac7c1842d5,61ccbffc4f07ff7c374aada6,5fefd5b2173bfbe890bc98ed,61ccbffc4f07ff7c374aada6,"{""Explanation"":""the weather got hotter, but just barely above freezing. The combination of the snowman's internal cold temperature and the relatively hotter (but still cold) weather made it so that the thin ground snow melts but the packed snowman snow did not. ""}","""",test,"If the weather gets hotter around a snowman in a backyard, then the snowman melts. But suppose the weather gets hotter around a snowman in a backyard, and then the snowman does not melt.","generate, single-constraint",the snowman was made of plastic
34,105,6,"""",33385.5,survey-text,8,276282,112,61c5edec03aa19ac7c1842d5,61ccbffc4f07ff7c374aada6,5fefd5b2173bfbe890bc98ed,61ccbffc4f07ff7c374aada6,"{""Explanation"":""the shelves were wedged between other pieces of furniture and were held up by them like braces. ""}","""",test,"If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.","generate, single-constraint",the shelves were bolted to the ground
35,105,6,"""",21179.899999999907,survey-text,9,297472,112,61c5edec03aa19ac7c1842d5,61ccbffc4f07ff7c374aada6,5fefd5b2173bfbe890bc98ed,61ccbffc4f07ff7c374aada6,"{""Explanation"":""the humidity in the air was such that the plants can survive without extra water. ""}","""",test,"If plants are not watered, then they die. But suppose plants are not watered, and then they do not die.","generate, single-constraint",the plants were cacti
36,105,6,"""",26353.400000000373,survey-text,10,323834,112,61c5edec03aa19ac7c1842d5,61ccbffc4f07ff7c374aada6,5fefd5b2173bfbe890bc98ed,61ccbffc4f07ff7c374aada6,"{""Explanation"":""it is very dry (perhaps the desert) and the rain evaporates before hitting the ground. ""}","""",test,"If it rains over grass, then the grass becomes wet. But suppose it rains, and then the grass does not become wet.","generate, single-constraint",there was a canopy over the grass
37,105,6,"""",44910.39999999991,survey-text,11,368758,112,61c5edec03aa19ac7c1842d5,61ccbffc4f07ff7c374aada6,5fefd5b2173bfbe890bc98ed,61ccbffc4f07ff7c374aada6,"{""Explanation"":""the door is removed from its hinges and completely taken off the frame. ""}","""",test,"If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.","generate, single-constraint",the lock was broken
38,105,6,"""",12919.299999999814,survey-text,12,381684,112,61c5edec03aa19ac7c1842d5,61ccbffc4f07ff7c374aada6,5fefd5b2173bfbe890bc98ed,61ccbffc4f07ff7c374aada6,"{""Q0"":""10"",""Q1"":""2"",""Q2"":""8"",""Q3"":""Fun experiment!""}","""","""","""","""",""""
39,102,4,"[{""page_index"":0,""viewing_time"":63281.5},{""page_index"":1,""viewing_time"":33123.5},{""page_index"":2,""viewing_time"":12818.700000047684},{""page_index"":3,""viewing_time"":30888.299999952316}]",140112.60000002384,instructions,0,140116,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"""","""","""","""","""",""""
40,102,4,"""",58307.199999928474,survey-text,1,198434,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"{""Q0"":""I commit to do my best to try to write high-quality explanations. I recognize that if I do not try my best to generate an explanation for each situation, I may not be paid.""}","""","""","""","""",""""
41,102,4,"[{""page_index"":0,""viewing_time"":1126.6000000238419}]",1126.7000000476837,instructions,2,199561,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"""","""","""","""","""",""""
42,102,4,"""",8118.200000047684,survey-multi-choice,3,207682,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"{""Q0"":""Explanations for events."",""Q1"":""By writing text."",""Q2"":""Writing high-quality but risky answers for each task.""}","[0,1,2]","""","""","""",""""
43,102,4,"[{""page_index"":0,""viewing_time"":8050.5},{""page_index"":1,""viewing_time"":14945},{""page_index"":2,""viewing_time"":3646.5},{""page_index"":3,""viewing_time"":5317.200000047684},{""page_index"":2,""viewing_time"":5854},{""page_index"":3,""viewing_time"":964.8999999761581}]",38778.39999997616,instructions,4,246462,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"""","""","""","""","""",""""
44,102,4,"""",26374.399999976158,survey-text,5,272840,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"{""Q0"":""I commit to do my best to try to write high-quality explanations. I recognize that if I do not try my best to generate an explanation for each situation, I may not be paid.""}","""","""","""","""",""""
45,102,4,"[{""page_index"":0,""viewing_time"":10141.199999928474}]",10141.599999904633,instructions,6,282982,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"""","""","""","""","""",""""
46,102,4,"""",8156.099999904633,survey-multi-choice,7,291141,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"{""Q0"":""Explanations for events."",""Q1"":""By writing text."",""Q2"":""Not making a good attempt to write a high-quality answer for each task.""}","[0,1,2]","""","""","""",""""
47,102,4,"[{""page_index"":0,""viewing_time"":1293.5}]",1294,instructions,8,292435,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"""","""","""","""","""",""""
48,102,4,"""",60764.60000002384,survey-text,9,353206,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"{""Explanation"":""The flames consumed the fire alarm before it had a chance to go off. The heat of the fire could have melted the alarm itself or short-circuited the wiring.""}","""",test,"If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off.","generate, single-constraint",the batteries in the fire alarm were dead
49,102,4,"""",30549.299999952316,survey-text,10,383757,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"{""Explanation"":""The eggs were sufficiently cushioned by a soft, yet durable material inside the carton.""}","""",test,"If an egg carton is dropped, then the eggs break. But suppose an egg carton is dropped, and then the eggs do not break.","generate, single-constraint",the egg carton landed on a soft surface
50,102,4,"""",42587,survey-text,11,426347,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"{""Explanation"":""The rocks were not thrown with enough force to break the glass.""}","""",test,"If rocks are thrown at a window, then the window breaks. But suppose rocks are thrown at a window, and then the window does not break.","generate, single-constraint",the window was made of shatter-proof glass
51,102,4,"""",49995.799999952316,survey-text,12,476346,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"{""Explanation"":""They broke their fall with their hands and/or arms, softening the impact to their knees.""}","""",test,"If someone falls on the sidewalk, then they scrape your knee. But suppose someone falls on the sidewalk, and then they do not scrape their knee.","generate, single-constraint",they are wearing knee pads
52,102,4,"""",20731.5,survey-text,13,497082,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"{""Explanation"":""The crops were genetically modified to resist damage from pests.""}","""",test,"If pest outbreaks occur on a farm, then crops in the farm die. But suppose pest outbreaks occur on a farm, and then crops in the farm do not die.","generate, single-constraint",the crops were previously sprayed with pesticides
53,102,4,"""",47827.700000047684,survey-text,14,544912,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"{""Explanation"":""The bathtub faucet and/or piping was clogged by debris, not allowing water to flow freely.""}","""",test,"If someone turns on a bathtub tap, then a bathtub fills with water. But suppose someone turns on a bathtub tap, and then the bathtub does not fill with water.","generate, single-constraint",the person did not pay their water bill so the supply was turned off
54,102,4,"""",794542.6000000238,survey-text,15,1338273,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"{""Explanation"":""The poison ivy was inactive or dead. The irritating oils would not have been potent to cause a reaction.""}","""",test,"If someone touches poison ivy, then they get a rash. But suppose touches poison ivy, and then they do not get a rash.","generate, single-constraint",they were wearing gloves
55,102,4,"""",12232.5,survey-text,16,1350508,43,61c5edec03aa19ac7c1842d5,61ccbffd703dd703ae565743,574ce0a57fd0ec000db73aa6,61ccbffd703dd703ae565743,"{""Q0"":""10"",""Q1"":""4"",""Q2"":""10"",""Q3"":""}","""","""","""","""",""""
56,100,2,"[{""page_index"":0,""viewing_time"":4014},{""page_index"":1,""viewing_time"":15054.300000011921},{""page_index"":2,""viewing_time"":31657.19999998808},{""page_index"":3,""viewing_time"":20480}]",71207.59999996424,instructions,0,71217,47,61c5edec03aa19ac7c1842d5,61ca2cb1e554945eae21523f,597fe89a1b41a20001749f57,61ca2cb1e554945eae21523f,"""","""","""","""","""",""""
57,100,2,"""",63060.5,survey-text,1,134297,47,61c5edec03aa19ac7c1842d5,61ca2cb1e554945eae21523f,597fe89a1b41a20001749f57,61ca2cb1e554945eae21523f,"{""Q0"":""I commit to do my best to try to write high-quality explanations. I recognize that if I do not try my best to generate an explanation for each situation, I may not be paid.""}","""","""","""","""",""""
58,100,2,"[{""page_index"":0,""viewing_time"":1704.5999999642372}]",1705.8999999761581,instructions,2,136008,47,61c5edec03aa19ac7c1842d5,61ca2cb1e554945eae21523f,597fe89a1b41a20001749f57,61ca2cb1e554945eae21523f,"""","""","""","""","""",""""
59,100,2,"""",17188.899999976158,survey-multi-choice,3,153209,47,61c5edec03aa19ac7c1842d5,61ca2cb1e554945eae21523f,597fe89a1b41a20001749f57,61ca2cb1e554945eae21523f,"{""Q0"":""Explanations for events."",""Q1"":""By writing text."",""Q2"":""Not making a good attempt to write a high-quality answer for each task.""}","[0,1,2]","""","""","""",""""
60,100,2,"[{""page_index"":0,""viewing_time"":1515.6000000238419}]",1516.5,instructions,4,154727,47,61c5edec03aa19ac7c1842d5,61ca2cb1e554945eae21523f,597fe89a1b41a20001749f57,61ca2cb1e554945eae21523f,"""","""","""","""","""",""""
61,100,2,"""",118020.19999998808,survey-text,5,272768,47,61c5edec03aa19ac7c1842d5,61ca2cb1e554945eae21523f,597fe89a1b41a20001749f57,61ca2cb1e554945eae21523f,"{""Explanation"":""This could have happened because this particular door can be pulled or pushed open. The bolt only prevents the door from being pulled open. You can still push it open if the door is locked.""}","""",test,"If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.","generate, single-constraint",the lock was broken
62,100,2,"""",243733.5,survey-text,6,516529,47,61c5edec03aa19ac7c1842d5,61ca2cb1e554945eae21523f,597fe89a1b41a20001749f57,61ca2cb1e554945eae21523f,"{""Explanation"":""This could have happened because the rain only fell in certain areas. For instance, there could have been a steep, grass-covered hill and the rain fell such that only part of the grass was moistened.""}","""",test,"If it rains over grass, then the grass becomes wet. But suppose it rains, and then the grass does not become wet.","generate, single-constraint",there was a canopy over the grass
63,100,2,"""",138420.69999998808,survey-text,7,654984,47,61c5edec03aa19ac7c1842d5,61ca2cb1e554945eae21523f,597fe89a1b41a20001749f57,61ca2cb1e554945eae21523f,"{""Explanation"":""This could have happened because these types of plants grow in and around water. They don't need to be watered because they already grow in a moist, wet environment and additional watering is not required.""}","""",test,"If plants are not watered, then they die. But suppose plants are not watered, and then they do not die.","generate, single-constraint",the plants were cacti
64,100,2,"""",197853.60000002384,survey-text,8,852866,47,61c5edec03aa19ac7c1842d5,61ca2cb1e554945eae21523f,597fe89a1b41a20001749f57,61ca2cb1e554945eae21523f,"{""Explanation"":""This could have happened because the snowman was built inside an igloo. The igloo was able to withstand the warmer temperatures due to its thick, sturdy construction and it protected everything inside of it from the weather.""}","""",test,"If the weather gets hotter around a snowman in a backyard, then the snowman melts. But suppose the weather gets hotter around a snowman in a backyard, and then the snowman does not melt.","generate, single-constraint",the snowman was made of plastic
65,100,2,"""",125316,survey-text,9,978209,47,61c5edec03aa19ac7c1842d5,61ca2cb1e554945eae21523f,597fe89a1b41a20001749f57,61ca2cb1e554945eae21523f,"{""Explanation"":""This could have happened because the shelves were attached to the walls. The walls withstood the force of the earthquake such that nothing attached to them fell off.""}","""",test,"If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.","generate, single-constraint",the shelves were bolted to the ground
66,100,2,"""",78012.30000001192,survey-text,10,1056242,47,61c5edec03aa19ac7c1842d5,61ca2cb1e554945eae21523f,597fe89a1b41a20001749f57,61ca2cb1e554945eae21523f,"{""Explanation"":""This could have happened because the cannon was fired from within a sound-proof room. There was no one inside the room to hear anything, therefore no loud noise was detected.""}","""",test,"If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise.","generate, single-constraint",the confetti cannon was defective
67,100,2,"""",32592.69999998808,survey-text,11,1088863,47,61c5edec03aa19ac7c1842d5,61ca2cb1e554945eae21523f,597fe89a1b41a20001749f57,61ca2cb1e554945eae21523f,"{""Explanation"":""This could have happened because the cat was under anesthesia for an operation. A cat cannot feel anything when its under the gas.""}","""",test,"If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl.","generate, single-constraint",the cat was dead
68,100,2,"""",10342.300000011921,survey-text,12,1099233,47,61c5edec03aa19ac7c1842d5,61ca2cb1e554945eae21523f,597fe89a1b41a20001749f57,61ca2cb1e554945eae21523f,"{""Q0"":""10"",""Q1"":""8"",""Q2"":""7"",""Q3"":""}","""","""","""","""",""""
