,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,session_id,response,question_order,phase,prompt,task,cause,result
10,11,3,"""",18769.400000000373,survey-text,10,292322,40,61b38ae9363f15657027ed01,61ba1f38eeeea1a4ff8eb1d9,61697550d3595ef0cc0c1b6e,61ba1f38eeeea1a4ff8eb1d9,"{""Explanation"":""they did not cough in wildfire smoke because they were wearing protective breathing equipment""}","""",test,"If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.","generate, unconstrained","""",""""
11,11,3,"""",22160.800000000745,survey-text,11,314489,40,61b38ae9363f15657027ed01,61ba1f38eeeea1a4ff8eb1d9,61697550d3595ef0cc0c1b6e,61ba1f38eeeea1a4ff8eb1d9,"{""Explanation"":""the meteor was not of significant size or did not gain enough speed to cause a crater. ""}","""",test,"If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made.","generate, unconstrained","""",""""
12,11,3,"[{""page_index"":0,""viewing_time"":1934.3999999985099},{""page_index"":1,""viewing_time"":9387.800000000745}]",11322.699999999257,instructions,12,325813,40,61b38ae9363f15657027ed01,61ba1f38eeeea1a4ff8eb1d9,61697550d3595ef0cc0c1b6e,61ba1f38eeeea1a4ff8eb1d9,"""","""","""","""","""","""",""""
13,11,3,"""",8198.900000000373,survey-multi-choice,13,334016,40,61b38ae9363f15657027ed01,61ba1f38eeeea1a4ff8eb1d9,61697550d3595ef0cc0c1b6e,61ba1f38eeeea1a4ff8eb1d9,"{""Q0"":""How frequently you think events occur in the real-world."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""",""""
14,11,3,"[{""page_index"":0,""viewing_time"":1201.5999999996275}]",1202.0,instructions,14,335220,40,61b38ae9363f15657027ed01,61ba1f38eeeea1a4ff8eb1d9,61697550d3595ef0cc0c1b6e,61ba1f38eeeea1a4ff8eb1d9,"""","""","""","""","""","""",""""
15,11,3,"""",20576.70000000112,survey-likert,15,355803,40,61b38ae9363f15657027ed01,61ba1f38eeeea1a4ff8eb1d9,61697550d3595ef0cc0c1b6e,61ba1f38eeeea1a4ff8eb1d9,"{""freqX"":2,""freqY_givenX"":3}","[0,1]",test,"If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang.","""",a cymbal is hit with a drum stick,it clangs
16,11,3,"""",10697.900000000373,survey-likert,16,366506,40,61b38ae9363f15657027ed01,61ba1f38eeeea1a4ff8eb1d9,61697550d3595ef0cc0c1b6e,61ba1f38eeeea1a4ff8eb1d9,"{""freqX"":2,""freqY_givenX"":3}","[0,1]",test,"If someone falls from a high height onto their outstretched arm, then they will break their wrist. But suppose someone falls from a high height onto their outstretched arm, and then they do not break their wrist.","""",someone falls from a high height onto their outstretched arm,they break their wrist
17,11,3,"""",7692.400000000372,survey-likert,17,374204,40,61b38ae9363f15657027ed01,61ba1f38eeeea1a4ff8eb1d9,61697550d3595ef0cc0c1b6e,61ba1f38eeeea1a4ff8eb1d9,"{""freqX"":2,""freqY_givenX"":3}","[0,1]",test,"If a blue slushie is spilled on a carpet, then the carpet is stained blue. But suppose a blue slushie is spilled on a carpet, and then the carpet is not stained blue.","""",a blue slushie is spilled on a carpet,the carpet is stained blue
18,11,3,"""",11170.299999998882,survey-likert,18,385378,40,61b38ae9363f15657027ed01,61ba1f38eeeea1a4ff8eb1d9,61697550d3595ef0cc0c1b6e,61ba1f38eeeea1a4ff8eb1d9,"{""freqX"":1,""freqY_givenX"":2}","[0,1]",test,"If water is put in the freezer, then it turns into ice. But suppose water is put in the freezer, and then it does not turn into ice.","""",water is put in the freezer,it turns into ice
19,11,3,"""",8949.5,survey-likert,19,394334,40,61b38ae9363f15657027ed01,61ba1f38eeeea1a4ff8eb1d9,61697550d3595ef0cc0c1b6e,61ba1f38eeeea1a4ff8eb1d9,"{""freqX"":2,""freqY_givenX"":3}","[0,1]",test,"If the the gates in a zoo are closed, then the zoo animals do not escape. But suppose the gates in a zoo are closed, and then the animals do escape.","""",the gates in a zoo are closed,the zoo animals do not escape
20,11,3,"""",11886.5,survey-likert,20,406224,40,61b38ae9363f15657027ed01,61ba1f38eeeea1a4ff8eb1d9,61697550d3595ef0cc0c1b6e,61ba1f38eeeea1a4ff8eb1d9,"{""freqX"":3,""freqY_givenX"":2}","[0,1]",test,"If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.","""",a person breathes in wildfire smoke,they cough
21,11,3,"""",9682.39999999851,survey-likert,21,415912,40,61b38ae9363f15657027ed01,61ba1f38eeeea1a4ff8eb1d9,61697550d3595ef0cc0c1b6e,61ba1f38eeeea1a4ff8eb1d9,"{""freqX"":3,""freqY_givenX"":3}","[0,1]",test,"If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made.","""",a meteor hits the ground,a crater is made
22,11,3,"""",15253.699999999257,survey-text,22,431172,40,61b38ae9363f15657027ed01,61ba1f38eeeea1a4ff8eb1d9,61697550d3595ef0cc0c1b6e,61ba1f38eeeea1a4ff8eb1d9,"{""Q0"":""10"",""Q1"":""3"",""Q2"":""10"",""Q3"":""3"",""Q4"":""}","""","""","""","""","""",""""
23,10,2,"[{""page_index"":0,""viewing_time"":5591.299999952316},{""page_index"":1,""viewing_time"":6227.200000047684},{""page_index"":2,""viewing_time"":12960.200000047684},{""page_index"":3,""viewing_time"":7609.599999904633}]",32389.29999995232,instructions,0,32393,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"""","""","""","""","""","""",""""
24,10,2,"""",65561.5,survey-text,1,97965,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""Q0"":""I commit to do my best to try to write high-quality explanations.  I recognize that if I do not try to do my best to generate an explanation for each situation, I may not be paid.""}","""","""","""","""","""",""""
25,10,2,"[{""page_index"":0,""viewing_time"":2867.5}]",2867.700000047684,instructions,2,100834,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"""","""","""","""","""","""",""""
26,10,2,"""",15840.5,survey-multi-choice,3,116679,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""Q0"":""Explanations for events."",""Q1"":""By writing text."",""Q2"":""Not making a good attempt to write a high-quality answer for each task.""}","[0,1,2]","""","""","""","""",""""
27,10,2,"[{""page_index"":0,""viewing_time"":1986.2999999523163}]",1986.6000001430511,instructions,4,118667,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"""","""","""","""","""","""",""""
28,10,2,"""",57963.10000014305,survey-text,5,176636,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""Explanation"":""This could have happened because the tail was not pulled hard enough.""}","""",test,"If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl.","generate, unconstrained","""",""""
29,10,2,"""",49683.20000004768,survey-text,6,226322,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""Explanation"":""This could have happened because something might be covering part of the grass and so making the rain not be able to hit that part.""}","""",test,"If it rains over grass, then the grass becomes wet. But suppose it rains, and then the grass does not become wet.","generate, unconstrained","""",""""
30,10,2,"""",35658.60000014305,survey-text,7,261985,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""Explanation"":""THis could have happened because the cannon might have gotten jammed and the cannon didnt fire correctly.""}","""",test,"If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise.","generate, unconstrained","""",""""
31,10,2,"""",30741.10000014305,survey-text,8,292730,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""Explanation"":""This could have happened because the snowman was not a real snowman but rather a decorative one.""}","""",test,"If the weather gets hotter around a snowman in a backyard, then the snowman melts. But suppose the weather gets hotter around a snowman in a backyard, and then the snowman does not melt.","generate, unconstrained","""",""""
32,10,2,"""",24708.700000047684,survey-text,9,317444,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""Explanation"":""This could have happened because the shelved were bolted to the wall.""}","""",test,"If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.","generate, unconstrained","""",""""
33,10,2,"""",30443.30000019073,survey-text,10,347891,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""Explanation"":""The could have happened because the screws that were holding the bolt in place became loose.""}","""",test,"If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.","generate, unconstrained","""",""""
34,10,2,"""",35284.699999809265,survey-text,11,383178,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""Explanation"":""This could have happened because they were a cactus type of plant that doesnt require much water to live.""}","""",test,"If plants are not watered, then they die. But suppose plants are not watered, and then they do not die.","generate, unconstrained","""",""""
35,10,2,"[{""page_index"":0,""viewing_time"":2942.0999999046326},{""page_index"":1,""viewing_time"":19933.700000047684}]",22876.200000047684,instructions,12,406055,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"""","""","""","""","""","""",""""
36,10,2,"""",8145.399999856949,survey-multi-choice,13,414205,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""Q0"":""How frequently you think events occur in the real-world."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""",""""
37,10,2,"[{""page_index"":0,""viewing_time"":1589.4000000953674}]",1589.6000001430511,instructions,14,415795,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"""","""","""","""","""","""",""""
38,10,2,"""",31711.80000019073,survey-likert,15,447513,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""freqX"":1,""freqY_givenX"":2}","[0,1]",test,"If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl.","""",a cat's tail is pulled,the cat yowls
39,10,2,"""",17588.099999904633,survey-likert,16,465104,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""freqX"":1,""freqY_givenX"":2}","[0,1]",test,"If it rains over grass, then the grass becomes wet. But suppose it rains, and then the grass does not become wet.","""",it rains over grass,the grass gets wet
40,10,2,"""",23624.599999904636,survey-likert,17,488734,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""freqX"":2,""freqY_givenX"":1}","[0,1]",test,"If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise.","""",a confetti cannon is fired,it produces a loud noise
41,10,2,"""",21216.5,survey-likert,18,509954,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""freqX"":1,""freqY_givenX"":1}","[0,1]",test,"If the weather gets hotter around a snowman in a backyard, then the snowman melts. But suppose the weather gets hotter around a snowman in a backyard, and then the snowman does not melt.","""",the weather gets hotter around a snowman in a backyard,the snowman melts
42,10,2,"""",17681.200000047684,survey-likert,19,527640,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""freqX"":2,""freqY_givenX"":1}","[0,1]",test,"If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.","""",a severe earthquake occurs near an office building,the shelves in the office fall down
43,10,2,"""",19189.099999904636,survey-likert,20,546832,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""freqX"":1,""freqY_givenX"":1}","[0,1]",test,"If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.","""",a door is locked with a bolt,the door cannot be opened
44,10,2,"""",8202.5,survey-likert,21,555040,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""freqX"":1,""freqY_givenX"":1}","[0,1]",test,"If plants are not watered, then they die. But suppose plants are not watered, and then they do not die.","""",plants are not watered,they die
45,10,2,"""",27305.29999995232,survey-text,22,582349,29,61b38ae9363f15657027ed01,61ba1f1eb68f4ef65393fb4c,610013cef98672c7216d4eea,61ba1f1eb68f4ef65393fb4c,"{""Q0"":""9"",""Q1"":""4"",""Q2"":""5"",""Q3"":""4"",""Q4"":""no""}","""","""","""","""","""",""""
46,21,4,"[{""page_index"":0,""viewing_time"":8830.599999904633},{""page_index"":1,""viewing_time"":69931.69999980927},{""page_index"":2,""viewing_time"":22227.800000190735},{""page_index"":3,""viewing_time"":9993.900000095367}]",110985.2999997139,instructions,0,110990,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"""","""","""","""","""","""",""""
47,21,4,"""",56659.59999990463,survey-text,1,167660,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""Q0"":""I commit to do my best to try to write high-quality explanations. I recognize that if I do not try my best to generate an explanation for each sitation, I may not be paid.""}","""","""","""","""","""",""""
48,21,4,"[{""page_index"":0,""viewing_time"":1903.5}]",1904.1000003814695,instructions,2,169565,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"""","""","""","""","""","""",""""
49,21,4,"""",13309.5,survey-multi-choice,3,182878,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""Q0"":""Explanations for events."",""Q1"":""By writing text."",""Q2"":""Not making a good attempt to write a high-quality answer for each task.""}","[0,1,2]","""","""","""","""",""""
50,21,4,"[{""page_index"":0,""viewing_time"":1376}]",1376.2000002861023,instructions,4,184259,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"""","""","""","""","""","""",""""
51,21,4,"""",53568.7999997139,survey-text,5,237832,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""Explanation"":""there was faulty wiring installed into the fire alarm.""}","""",test,"If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off.","generate, unconstrained","""",""""
52,21,4,"""",37978.10000038147,survey-text,6,275814,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""Explanation"":""their water bill might not have been paid.""}","""",test,"If someone turns on a bathtub tap, then a bathtub fills with water. But suppose someone turns on a bathtub tap, and then the bathtub does not fill with water.","generate, unconstrained","""",""""
53,21,4,"""",94204.5,survey-text,7,370023,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""Explanation"":""they took medicine prior to touching the poison ivy. If the proper cream were applied, the poison ivy would not cause a rash.""}","""",test,"If someone touches poison ivy, then they get a rash. But suppose touches poison ivy, and then they do not get a rash.","generate, unconstrained","""",""""
54,21,4,"""",59027.2000002861,survey-text,8,429053,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""Explanation"":""the window was installed with thick, shatter-proof glass. ""}","""",test,"If rocks are thrown at a window, then the window breaks. But suppose rocks are thrown at a window, and then the window does not break.","generate, unconstrained","""",""""
55,21,4,"""",29158.80000019073,survey-text,9,458216,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""Explanation"":""The impact of the fall was not hard enough to cause a scrape to the knee.""}","""",test,"If someone falls on the sidewalk, then they scrape your knee. But suppose someone falls on the sidewalk, and then they do not scrape their knee.","generate, unconstrained","""",""""
56,21,4,"""",47109.2000002861,survey-text,10,505328,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""Explanation"":""proper pesticide was used before the pest outbreak began. The pests died and the crops survived.""}","""",test,"If pest outbreaks occur on a farm, then crops in the farm die. But suppose pest outbreaks occur on a farm, and then crops in the farm do not die.","generate, unconstrained","""",""""
57,21,4,"""",37340.0,survey-text,11,542672,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""Explanation"":""the eggs fell on a soft surface that prevented them from breaking.""}","""",test,"If an egg carton is dropped, then the eggs break. But suppose an egg carton is dropped, and then the eggs do not break.","generate, unconstrained","""",""""
58,21,4,"[{""page_index"":0,""viewing_time"":1606.5999999046326},{""page_index"":1,""viewing_time"":6693.799999713898}]",8301.0,instructions,12,550973,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"""","""","""","""","""","""",""""
59,21,4,"""",11455.099999904633,survey-multi-choice,13,562432,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""Q0"":""How frequently you think events occur in the real-world."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""",""""
60,21,4,"[{""page_index"":0,""viewing_time"":1851.5}]",1852.0999999046328,instructions,14,564289,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"""","""","""","""","""","""",""""
61,21,4,"""",22469.5,survey-likert,15,586762,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""freqX"":2,""freqY_givenX"":1}","[0,1]",test,"If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off.","""",a fire in an apartment occurs,the fire alarm goes off
62,21,4,"""",12866.400000095367,survey-likert,16,599634,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""freqX"":0,""freqY_givenX"":0}","[0,1]",test,"If someone turns on a bathtub tap, then a bathtub fills with water. But suppose someone turns on a bathtub tap, and then the bathtub does not fill with water.","""",someone turns on a bathtub tap,the bathtub fills with water
63,21,4,"""",17479.900000095367,survey-likert,17,617122,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""freqX"":2,""freqY_givenX"":1}","[0,1]",test,"If someone touches poison ivy, then they get a rash. But suppose touches poison ivy, and then they do not get a rash.","""","someone touches poison ivy,",they get a rash
64,21,4,"""",15443.89999961853,survey-likert,18,632572,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""freqX"":2,""freqY_givenX"":2}","[0,1]",test,"If rocks are thrown at a window, then the window breaks. But suppose rocks are thrown at a window, and then the window does not break.","""",rocks are thrown at a window,the window breaks
65,21,4,"""",11166.5,survey-likert,19,643746,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""freqX"":1,""freqY_givenX"":0}","[0,1]",test,"If someone falls on the sidewalk, then they scrape your knee. But suppose someone falls on the sidewalk, and then they do not scrape their knee.","""",someone falls on the sidewalk,they scrape their knee
66,21,4,"""",22945.5,survey-likert,20,666697,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""freqX"":4,""freqY_givenX"":3}","[0,1]",test,"If pest outbreaks occur on a farm, then crops in the farm die. But suppose pest outbreaks occur on a farm, and then crops in the farm do not die.","""",pest outbreaks occur on a farm,crops on the farm die
67,21,4,"""",5421.5,survey-likert,21,672126,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""freqX"":0,""freqY_givenX"":1}","[0,1]",test,"If an egg carton is dropped, then the eggs break. But suppose an egg carton is dropped, and then the eggs do not break.","""",an egg carton is dropped,the eggs break
68,21,4,"""",23180.10000038147,survey-text,22,695315,24,61b38ae9363f15657027ed01,61ba275ec2c48f164806c344,5fc98bb760422d47c315d393,61ba275ec2c48f164806c344,"{""Q0"":""9"",""Q1"":""6"",""Q2"":""10"",""Q3"":""5"",""Q4"":""thank you for hosting this survey.""}","""","""","""","""","""",""""
69,23,1,"[{""page_index"":0,""viewing_time"":3667.199999988079},{""page_index"":1,""viewing_time"":43788.5},{""page_index"":2,""viewing_time"":9964.300000011921},{""page_index"":3,""viewing_time"":8405}]",65825.89999997616,instructions,0,65838,9,61b38ae9363f15657027ed01,61ba5058eb2ce65c2c1cd4a5,5c5badb6a333b50001db9724,61ba5058eb2ce65c2c1cd4a5,"""","""","""","""","""","""",""""
70,23,1,"""",44121.0,survey-text,1,109974,9,61b38ae9363f15657027ed01,61ba5058eb2ce65c2c1cd4a5,5c5badb6a333b50001db9724,61ba5058eb2ce65c2c1cd4a5,"{""Q0"":""I commit to do my best to try to write high-quality explanations. I recognize that if I do not try my best to generate an explanation for each situation, I may not be paid.""}","""","""","""","""","""",""""
71,23,1,"[{""page_index"":0,""viewing_time"":3650.5}]",3650.799999952316,instructions,2,113626,9,61b38ae9363f15657027ed01,61ba5058eb2ce65c2c1cd4a5,5c5badb6a333b50001db9724,61ba5058eb2ce65c2c1cd4a5,"""","""","""","""","""","""",""""
72,23,1,"""",16090.799999952316,survey-multi-choice,3,129721,9,61b38ae9363f15657027ed01,61ba5058eb2ce65c2c1cd4a5,5c5badb6a333b50001db9724,61ba5058eb2ce65c2c1cd4a5,"{""Q0"":""Explanations for events."",""Q1"":""By writing text."",""Q2"":""Not making a good attempt to write a high-quality answer for each task.""}","[0,1,2]","""","""","""","""",""""
73,23,1,"[{""page_index"":0,""viewing_time"":1618.8999999761581}]",1619.100000023842,instructions,4,131342,9,61b38ae9363f15657027ed01,61ba5058eb2ce65c2c1cd4a5,5c5badb6a333b50001db9724,61ba5058eb2ce65c2c1cd4a5,"""","""","""","""","""","""",""""
